,5. Students % Hispanic: ,6. Students % White:,8. Students % Asian:,11. Students % Economically Disadvantaged:,16. Students % Gifted and Talented Education:,17. Attendance Rate (2017-18):,18. Annual Dropout Rate Gr. 9-12 (2017-18):,47. Staff % Teachers:,54. Staff % Minority:,57. Teacher % With 5 or Fewer Years of Experience: ,60. Teacher Turnover Rate:,78. Operating Revenue % Federal:,92. Expenditures % Basic Education Services: ,94. Expenditures % State Compensatory Education:,Racial Dif Stu/Tea,target,"DISTSIZE_1,000 to 1,599","DISTSIZE_1,600 to 2,999","DISTSIZE_10,000 to 24,999","DISTSIZE_25,000 to 49,999","DISTSIZE_3,000 to 4,999","DISTSIZE_5,000 to 9,999","DISTSIZE_50,000 and over",DISTSIZE_500 to 999,DISTSIZE_Under 500,COMMTYPE_Charters,COMMTYPE_Independent Town,COMMTYPE_Major Suburban,COMMTYPE_Major Urban,COMMTYPE_Non-metropolitan Fast Growing,COMMTYPE_Non-metropolitan Stable,COMMTYPE_Other Central City,COMMTYPE_Other Central City Suburban,COMMTYPE_Rural
497,99.8,0.2,0.0,92.4,10.6,94.0,0.0,45.1,96.0,41.8,19.3,16.2,34.7,17.0,3.199999999999997,33.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
498,99.3,0.7,0.0,94.0,2.2,94.7,2.0,45.1,99.3,42.3,20.4,21.6,39.0,20.0,0.3500000000000007,37.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
499,99.8,0.1,0.0,91.9,7.4,96.3,1.4,41.4,98.2,22.0,6.1,16.1,44.6,11.0,1.7249999999999979,61.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
500,13.0,83.8,0.0,25.3,0.4,97.6,0.0,60.6,2.5,17.0,21.6,8.7,44.2,5.2,5.4250000000000025,64.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
501,31.2,60.5,0.0,61.5,2.0,97.4,0.0,46.8,20.5,20.1,29.6,9.9,39.4,9.8,16.450000000000006,40.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
502,13.0,80.2,0.3,56.3,4.4,95.9,0.0,39.9,13.8,34.0,27.9,18.9,23.1,4.0,5.881249999999998,41.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
503,58.5,24.2,0.5,72.5,3.8,95.4,0.0,57.0,24.2,39.3,21.1,12.6,27.7,15.5,28.731250000000006,39.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
504,17.8,63.5,0.2,58.8,8.3,96.3,0.0,46.4,6.4,28.6,27.9,7.2,30.2,6.8,16.9625,37.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
505,45.7,43.0,0.7,70.9,6.5,95.9,1.4,48.3,27.2,32.7,19.6,11.1,44.7,10.1,22.11875,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
506,27.9,62.4,0.0,83.2,8.1,95.4,0.0,49.6,19.8,51.2,29.4,11.2,29.4,10.5,12.5625,36.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
507,21.5,70.5,0.3,62.5,5.8,94.8,0.8,43.3,9.6,26.9,23.1,10.2,36.1,11.4,11.374999999999998,41.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
508,14.9,82.1,0.0,58.8,9.9,96.6,0.0,51.9,4.7,26.3,33.7,6.5,41.7,5.8,5.950000000000002,57.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
509,11.9,84.0,0.0,59.7,5.8,96.5,0.0,45.5,12.1,31.4,20.5,10.0,40.5,10.7,3.7375,50.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
510,31.3,67.7,0.0,66.2,1.5,96.4,0.0,45.0,19.8,19.6,10.7,8.9,31.2,9.5,11.25,49.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
511,71.1,21.8,0.0,82.7,2.0,95.6,0.0,58.0,20.5,35.1,57.9,9.3,33.7,12.7,35.675,15.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
512,72.1,23.3,0.2,69.6,5.4,95.4,0.4,52.4,39.8,32.3,15.7,17.5,36.7,9.8,27.1625,41.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
513,34.9,62.0,0.2,44.1,4.0,95.9,0.0,61.5,23.9,14.6,7.8,7.6,46.8,8.2,14.787499999999998,48.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
514,47.5,49.3,0.0,60.8,7.1,96.1,0.0,66.3,26.5,27.0,26.0,8.7,40.9,6.2,17.875,39.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
515,57.5,40.0,0.7,36.4,10.2,97.3,0.0,61.3,28.2,11.0,10.9,2.8,48.6,5.9,23.51875,67.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
516,40.6,54.3,0.0,48.6,6.3,96.7,0.0,57.7,37.3,35.2,17.6,5.5,48.2,5.1,16.300000000000004,58.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
517,24.2,70.6,0.8,53.3,8.1,94.9,1.1,52.4,9.3,29.0,14.9,9.1,44.1,5.5,9.475,47.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
518,13.6,84.1,0.0,48.7,3.9,96.2,0.0,62.6,3.6,22.7,11.4,6.3,46.4,7.1,7.325000000000001,51.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
519,6.9,89.1,0.5,38.8,2.6,95.5,0.4,59.7,4.8,26.0,26.7,4.3,49.4,4.0,2.8125,58.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
520,28.1,55.3,1.0,63.1,4.7,95.6,1.4,51.6,16.3,30.1,18.9,15.8,44.7,11.0,16.81875,49.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
521,13.2,79.3,0.0,57.5,5.7,94.8,1.7,52.5,8.7,33.4,22.8,8.2,40.4,6.7,7.850000000000001,45.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
522,22.5,72.5,0.0,63.5,9.2,96.1,0.0,52.2,12.1,31.6,17.9,8.9,41.4,9.2,10.3375,46.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
523,18.0,78.7,0.3,53.0,0.3,96.3,0.0,61.9,4.3,34.4,18.2,8.1,40.7,6.6,6.431249999999999,48.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
524,43.2,51.3,0.5,70.9,4.6,95.6,0.0,53.6,14.2,32.8,28.8,11.8,41.4,9.7,20.531250000000004,44.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
525,25.5,69.5,0.0,69.0,2.1,97.4,0.0,52.1,4.0,19.2,15.2,17.5,32.2,6.4,12.725,53.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
526,11.6,83.0,0.0,56.8,6.6,95.6,0.0,47.2,0.0,31.8,10.5,8.0,41.9,7.8,7.85,49.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
527,34.0,13.9,0.6,88.3,4.3,95.1,0.0,48.1,34.1,32.9,28.0,25.2,30.2,20.1,31.593750000000004,28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
528,9.1,63.3,1.0,64.3,5.9,96.0,0.7,54.4,14.8,40.7,17.1,10.2,34.4,11.0,13.874999999999998,37.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
529,11.4,73.8,0.6,43.6,4.3,96.4,0.0,55.8,14.4,27.8,16.3,9.1,44.4,5.4,11.9875,56.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
530,9.4,86.5,0.9,47.0,9.7,95.4,1.4,54.1,10.7,22.9,20.5,6.7,44.5,9.6,6.11875,48.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
531,6.6,79.7,0.0,62.5,8.2,95.1,1.2,45.9,15.1,32.9,23.3,10.3,35.1,10.6,5.399999999999999,43.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
532,66.1,24.5,0.6,70.0,4.1,94.3,4.9,47.6,38.2,52.0,27.3,13.4,41.7,9.4,25.40625,30.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
533,37.8,59.3,0.5,35.1,8.5,95.5,0.0,52.5,21.5,28.2,26.7,13.7,36.9,5.9,11.40625,38.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
534,29.8,63.4,2.1,30.7,6.4,96.3,0.0,54.9,11.1,51.6,17.1,3.0,43.2,7.3,17.23125,54.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
535,97.2,2.3,0.3,89.9,4.0,96.5,0.9,44.3,94.0,37.6,16.8,11.5,40.1,15.3,2.8437500000000013,43.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
536,68.1,23.9,1.8,84.1,1.8,95.9,4.7,49.1,73.6,69.2,44.6,9.3,37.4,10.7,5.974999999999999,37.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
537,62.5,37.5,0.0,83.3,8.3,95.1,0.0,46.0,50.7,81.0,52.8,8.2,39.8,6.0,12.65,24.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
538,17.4,77.3,0.4,34.9,3.0,96.6,0.2,55.1,11.8,28.9,15.7,4.6,44.4,6.7,7.462500000000002,64.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
539,16.2,76.3,0.0,56.8,6.3,96.7,0.0,55.3,6.0,33.8,24.6,7.2,35.7,12.1,9.4,45.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
540,21.0,46.4,1.9,65.8,6.5,95.3,0.6,54.1,19.2,35.7,27.2,18.1,36.9,8.1,17.4875,34.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
541,45.3,32.1,0.9,73.8,8.7,94.9,0.3,49.3,32.7,37.4,34.6,17.7,39.2,10.8,22.331250000000004,35.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
542,11.8,82.5,0.3,42.0,7.9,96.1,0.6,52.4,9.0,28.2,24.4,7.4,40.7,8.3,6.225,53.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
543,29.5,65.7,0.3,71.3,3.9,94.3,0.9,44.4,11.7,39.7,18.9,16.2,27.4,21.2,13.1625,40.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
544,18.6,75.5,0.6,59.4,7.5,96.4,0.0,55.0,11.1,24.8,11.3,8.9,39.5,8.3,8.825,51.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
545,22.6,74.1,1.0,70.8,10.0,95.4,0.0,52.7,5.5,37.3,29.9,8.5,29.5,13.6,8.9,31.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
546,39.7,57.7,0.0,56.0,6.9,96.9,0.0,51.9,6.6,20.0,11.5,6.5,44.5,7.9,19.83125,58.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
547,12.6,81.7,0.7,54.8,6.4,96.2,0.5,50.8,7.2,25.3,20.3,6.0,39.5,7.8,5.093749999999999,46.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
548,46.0,46.5,0.6,57.9,5.3,94.9,1.0,43.7,18.0,47.2,20.0,14.8,44.4,12.1,20.375,45.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
549,7.9,85.9,0.4,41.9,4.4,95.5,0.9,51.3,6.3,30.5,16.7,7.1,41.5,6.3,4.824999999999998,42.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
550,22.0,73.2,0.0,36.3,7.2,95.0,0.0,56.5,11.1,21.4,16.0,7.4,46.5,4.9,6.9625,47.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
551,32.7,64.6,0.4,29.3,5.3,95.7,0.0,53.6,20.4,17.2,10.0,3.3,47.5,5.0,13.525000000000004,56.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
552,11.9,85.3,0.4,52.4,4.0,96.1,0.0,53.2,2.4,32.0,18.8,7.7,35.6,8.6,6.775,41.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
553,32.4,63.2,0.9,64.6,3.7,96.1,0.3,56.1,9.9,29.5,11.9,10.2,40.5,6.9,14.76875,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
554,15.6,80.8,0.0,61.4,6.0,95.9,0.0,53.6,0.0,27.3,21.2,7.7,39.0,9.1,8.700000000000001,39.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
555,44.6,37.7,2.2,67.0,7.8,94.9,0.0,53.9,22.9,25.2,21.2,13.6,35.1,11.1,24.325,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
556,56.0,40.2,0.0,52.5,5.3,96.6,1.3,53.5,27.5,26.4,27.1,4.6,43.4,7.8,21.625,43.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
557,29.1,69.0,0.1,34.1,7.2,96.1,0.0,54.8,10.0,17.3,19.8,3.9,47.1,5.4,13.54375,62.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
558,4.6,89.1,0.3,66.2,0.3,94.5,0.9,54.0,6.9,32.9,17.1,31.0,44.9,9.4,1.1187500000000006,53.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
559,3.0,89.9,0.1,45.2,6.7,95.3,1.2,48.3,4.0,29.9,17.2,13.0,37.7,6.6,3.506249999999997,47.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
560,18.9,37.7,0.4,81.7,5.1,94.9,0.8,46.3,37.9,33.7,21.0,14.7,34.8,11.0,17.768749999999994,35.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
561,8.0,77.7,0.4,64.4,5.4,95.3,0.7,49.5,10.4,36.8,22.1,10.2,41.1,8.8,6.843750000000001,46.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
562,3.1,92.8,0.0,32.1,0.2,94.9,0.6,55.1,1.3,14.2,18.9,7.6,41.3,3.5,2.5750000000000006,43.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
563,60.5,39.0,0.0,49.1,17.5,95.3,0.0,58.1,28.2,21.7,18.9,4.8,42.4,8.3,19.75,40.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
564,71.1,21.1,2.6,60.5,0.0,95.3,0.0,57.0,55.2,10.5,27.9,3.2,49.2,5.9,18.9875,66.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
565,5.4,2.8,0.2,95.0,0.0,95.7,1.6,50.9,88.9,60.9,37.8,15.1,65.5,13.6,19.95,56.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
566,86.8,1.1,0.3,80.4,0.0,97.0,0.0,47.9,72.7,87.5,30.6,14.2,29.2,14.6,21.03125,53.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
567,27.1,54.8,6.6,45.9,3.9,95.4,0.7,54.2,12.8,24.5,10.3,11.6,48.9,5.1,15.31875,55.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
568,49.1,2.8,3.4,79.8,3.7,93.2,4.3,43.2,74.4,50.1,16.1,18.4,40.7,9.4,19.037500000000005,34.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
569,26.4,61.9,5.8,46.3,12.0,95.8,0.4,73.4,6.4,22.7,9.3,11.3,41.9,8.0,14.175,54.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
570,25.0,9.6,2.9,83.8,7.5,93.3,3.3,48.3,66.4,41.8,23.1,16.7,37.4,10.0,17.5375,30.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
571,38.3,36.1,1.6,66.3,3.0,95.7,0.0,48.9,16.0,34.8,9.5,5.3,39.2,6.0,24.65625,61.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
572,16.7,71.3,1.6,46.3,5.2,95.2,0.7,58.3,15.0,39.7,17.8,5.3,40.2,5.0,9.31875,51.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
573,97.2,2.3,0.2,88.1,9.0,94.0,0.0,45.7,94.7,17.4,11.8,17.3,33.2,16.0,2.275000000000001,37.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
574,92.8,6.0,0.4,84.6,3.8,93.3,2.4,42.1,81.2,38.1,27.3,14.7,42.3,9.8,11.45,29.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
575,93.7,5.9,0.0,60.9,6.3,92.5,3.3,59.5,87.8,31.8,35.6,9.7,41.2,3.9,7.1,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
576,59.0,40.1,0.3,59.8,6.1,94.6,0.7,46.0,47.6,25.2,20.2,15.8,34.7,9.2,14.16875,48.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
577,97.4,1.6,0.3,89.9,4.7,91.7,0.6,51.0,86.4,25.7,24.0,30.5,20.4,39.6,5.843750000000001,26.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
578,41.1,52.9,0.2,64.3,7.6,95.6,0.6,51.3,20.6,44.8,16.4,11.3,43.8,8.3,14.5,40.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
579,23.4,64.1,1.1,37.7,7.5,95.6,1.1,50.3,17.2,36.5,16.8,6.5,48.8,4.1,11.35625,52.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
580,42.5,47.8,0.5,65.2,9.2,94.4,2.0,50.4,23.5,36.7,12.6,10.7,44.5,7.9,16.21875,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
581,17.1,78.4,0.6,36.4,7.6,96.8,0.0,61.4,6.4,17.2,18.5,5.5,53.7,3.9,9.59375,63.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
582,28.8,65.5,0.6,52.8,3.5,95.9,0.2,54.9,15.8,26.4,11.8,9.9,52.2,5.2,12.212500000000002,56.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
583,36.1,37.4,0.6,72.0,4.4,95.8,0.6,54.4,32.3,54.6,19.5,9.5,41.4,14.5,15.143750000000002,43.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
584,17.6,79.0,0.0,56.2,10.3,95.7,0.0,61.4,7.0,21.2,36.3,7.8,46.3,8.9,9.6,39.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
585,56.8,36.0,1.0,73.6,6.0,96.4,0.8,52.1,19.5,42.9,26.0,11.0,42.4,6.9,20.91875,38.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
586,26.8,68.5,0.2,53.6,4.9,95.5,0.5,43.0,12.4,22.1,15.0,10.2,39.8,4.8,12.8625,38.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
587,49.9,44.1,0.3,64.5,6.7,96.0,0.0,56.0,21.7,33.4,23.6,8.3,41.8,9.3,20.45,42.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
588,45.7,46.4,1.0,68.5,2.8,96.3,0.0,51.7,26.3,51.0,43.9,9.9,27.9,15.7,12.087500000000002,38.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
589,19.6,77.4,0.1,52.8,12.2,96.0,0.5,56.7,9.1,29.4,15.5,6.4,40.5,9.1,7.9499999999999975,40.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
590,30.8,64.5,0.0,79.4,0.0,95.4,0.0,56.6,14.2,18.1,12.5,9.8,35.9,15.0,16.35,35.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
591,46.2,39.7,0.6,67.9,2.2,95.8,0.5,52.3,27.3,24.1,12.1,22.3,29.3,10.6,25.387500000000006,42.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
592,73.6,23.3,0.1,71.1,10.1,95.2,1.4,43.4,47.9,39.0,8.6,3.5,49.8,7.9,22.4875,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
593,86.6,10.4,0.4,68.2,7.0,94.3,3.0,44.7,56.1,30.8,23.8,12.9,32.1,13.4,26.5,38.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
594,88.2,11.0,0.0,82.3,7.1,93.3,0.0,46.7,52.0,60.6,48.0,18.4,39.4,11.5,26.0,33.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
595,22.8,75.8,0.3,19.4,8.9,97.7,0.0,57.9,18.9,20.9,9.5,3.5,43.2,4.3,2.81875,78.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
596,29.9,48.2,0.6,50.9,5.8,96.3,0.1,53.8,17.6,42.7,21.1,6.4,43.9,5.8,19.03125,48.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
597,26.6,48.2,2.1,28.8,3.6,95.9,0.0,54.1,26.6,38.2,20.0,4.7,48.6,4.7,16.787499999999998,59.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
598,48.8,43.2,0.4,71.3,6.0,95.3,0.1,53.0,23.8,24.2,12.0,11.2,41.1,11.0,21.33125,46.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
599,26.8,66.9,0.2,71.1,5.3,94.9,1.7,52.2,7.4,37.4,29.0,12.6,36.0,10.0,11.718749999999998,40.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
600,19.3,73.9,1.1,63.3,8.6,95.8,0.2,48.6,7.2,47.3,24.1,11.8,48.8,5.9,9.5875,59.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
601,49.8,23.4,0.4,76.9,5.4,94.7,1.2,50.4,38.5,45.7,28.3,13.9,34.3,9.9,25.1625,38.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
602,18.0,78.0,0.1,47.9,6.4,96.1,0.6,43.8,9.7,26.6,12.3,6.7,39.7,6.0,8.075,54.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
603,31.1,63.8,1.3,18.3,6.7,96.1,0.1,52.7,25.3,24.5,15.2,5.0,49.0,3.0,9.050000000000002,68.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
604,56.4,41.4,0.3,58.8,3.0,96.0,0.6,58.2,22.9,20.9,19.1,7.8,38.9,10.5,20.54375,47.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
605,21.2,76.8,0.0,34.4,0.0,95.0,0.0,49.8,12.3,15.3,26.3,2.4,36.9,2.9,8.550000000000002,68.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
606,55.4,41.7,0.4,69.4,3.7,95.9,0.0,45.5,21.0,24.4,12.8,14.2,33.5,13.7,21.6,43.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
607,45.7,49.0,1.4,56.2,6.0,95.7,0.1,50.6,27.9,30.7,14.7,13.1,46.4,9.6,16.56875,55.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
608,45.7,51.2,0.3,78.3,5.6,96.1,0.0,48.1,15.1,32.8,21.1,11.9,39.2,5.4,20.06875,48.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
609,38.5,60.2,0.3,65.0,8.4,95.2,0.0,60.5,17.5,33.7,12.8,9.2,39.2,12.7,16.14375,44.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
610,7.9,92.1,0.0,24.8,8.9,95.8,0.0,61.2,9.4,5.1,14.4,1.6,45.0,2.6,3.9500000000000015,77.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
611,68.8,29.2,0.4,57.2,8.1,95.6,1.1,49.8,47.9,31.9,12.3,8.9,34.2,9.0,24.15,50.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
612,85.5,9.9,0.8,78.6,3.7,93.7,3.7,46.5,80.3,26.1,18.1,18.9,39.4,10.3,8.806249999999997,31.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
613,74.7,23.7,0.2,66.2,5.7,95.5,0.6,56.1,54.6,34.7,14.3,6.6,36.3,11.6,14.187499999999998,51.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
614,72.5,21.5,3.0,44.0,17.9,97.0,0.0,54.3,79.5,29.5,32.5,3.4,46.1,4.6,2.3625,71.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
615,53.5,40.5,1.1,71.7,0.7,95.5,0.0,45.1,20.6,40.3,18.8,12.5,35.5,9.7,27.44375,44.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
616,51.7,37.8,0.6,63.5,4.4,96.6,0.0,47.9,22.8,22.2,16.9,11.0,28.6,14.9,27.200000000000006,43.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
617,41.5,51.7,0.8,69.5,7.6,95.6,0.0,65.0,14.8,35.5,14.4,5.3,41.8,6.0,22.4,53.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
618,7.9,85.1,0.0,55.0,3.0,96.3,0.3,56.6,7.1,17.2,7.0,6.3,42.3,11.2,5.050000000000002,59.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
619,15.4,70.6,0.0,81.6,5.1,96.6,2.4,63.1,10.0,42.0,22.6,10.4,45.2,10.6,13.487500000000002,32.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
620,23.6,36.0,0.8,77.9,11.1,95.5,0.7,52.2,25.5,33.7,14.1,18.0,39.3,11.9,22.1875,42.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
621,10.5,77.4,1.1,51.1,9.7,96.3,1.4,50.6,6.6,23.5,17.3,8.7,40.3,6.1,7.299999999999998,51.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
622,8.6,86.8,0.0,53.1,7.6,96.5,1.2,57.0,2.0,27.5,15.1,5.1,46.8,7.7,4.874999999999999,48.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
623,88.7,6.3,0.0,81.7,1.4,94.5,0.0,61.4,35.4,42.1,24.6,11.5,40.7,11.1,33.50000000000001,26.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
624,72.7,19.3,0.3,75.8,2.9,96.0,0.0,49.9,40.0,31.4,18.7,16.9,39.7,13.7,29.906250000000004,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
625,77.1,21.8,0.0,75.1,6.1,96.1,0.5,50.2,42.4,28.4,22.3,12.5,39.7,12.3,27.0625,42.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
